wine_fest_name,vivino_name,winery,rating,num_ratings,match_confidence
Pfeiffer Carlyle Shiraz,Carlyle Shiraz,Pfeiffer Wines,3.8,77,0.8846153846153846
Pillitteri Market Collection Rosé,Market Collection Cabernet - Merlot,Pillitteri Estates,3.6,79,0.6896551724137931
Pillitteri Market Collection Lena's Bianco,Market Collection Cabernet - Merlot,Pillitteri Estates,3.6,79,0.6875
Pillitteri Market Collection Gary's Rosso,Market Collection Cabernet - Merlot,Pillitteri Estates,3.6,79,0.6947368421052632
Pillitteri 25th Anniversary Select Late Harvest Vidal  Dessert,25th Anniversary Select Late Harvest Riesling,Pillitteri Estates,0,0,0.8095238095238095
Prophecy The Star Pinot Grigio,The Prophet Shiraz,Chapel Hill,4,213,0.3
Prophecy Rosé,Rosé,Prophecy,3.7,927,1.0
Prophecy Red Blend,Red Blend,Prophecy,3.6,2892,1.0
Prophecy Pinot Noir,Pinot Noir,Prophecy,3.7,6413,1.0
Johnny Q Semillion Sauvignon Blanc,Johnny Q Sémillon - Sauvignon Blanc,Quarisa,3.3,62,0.8311688311688312
Johnny Q Cabernet Sauvignon,Johnny Q Cabernet Sauvignon,Quarisa,3.5,871,0.8709677419354839
Caravan Pinot Grigio,Caravan Pinot Grigio,Quarisa,3.5,24,0.8333333333333334
Caravan Petite Sirah,Caravan Durif (a.k.a Petite Sirah),Quarisa,3.6,5206,0.6451612903225806
Organic Borealis Haskap Dark,,,0.0,0,0.0
Organic Mead of Blue Haskap Dark,Organic Mendocino County,Meat Packers,3.3,33,0.4057971014492754
White Manitoba Mead Honey,Manitou Gold D'Vine Sweet White,,4,2,0.39285714285714285
Risata Moscato d'Asti DOCG,Moscato d'Asti,Risata,4.2,4248,0.8936170212765957
Risata Sparkling Rosé,,,0.0,0,0.0
Risata Pink Moscato,Pink Moscato,Risata,4.1,290,1.0
Risata Red Moscato,Red Moscato Sweet,Risata,3.8,43,0.8571428571428571
Ruffino Prosecco,Prosecco,Ruffino,3.7,6402,1.0
Ruffino Sparkling Rosé,Sparkling Rosé,Ruffino,3.7,1386,0.9333333333333333
Ruffino IL Ducale Pinot Grigio,Il Ducale Pinot Grigio,Ruffino,3.5,266,0.9666666666666667
Ruffino Chianti DOCG,Chianti,Ruffino,3.4,35589,0.8571428571428571
64 SANTA CAROLINA WINE BRANDS,Reserva Syrah (Rapel Estate),Santa Carolina,3.3,1015,0.16666666666666666
Santa Carolina Reserva Sauvignon Blanc,Reserva Sauvignon Blanc (Leyda Estate),Santa Carolina,3.4,2801,0.8351648351648352
Santa Carolina Casablanca Cafiro Rosé,Reserva Chardonnay,Santa Carolina,3.3,2661,0.6197183098591549
Santa Carolina Reserva Pinot Noir,Reserva Pinot Noir (Leyda Estate),Santa Carolina,3.2,2718,0.8148148148148148
Santa Carolina Reserva de Familia Cabernet,Reserva de Familia Cabernet Sauvignon,Santa Carolina,3.8,5615,0.8936170212765957
Santa Ema Gran Reserva Sauvignon Blanc,Gran Reserva Sauvignon Blanc,Santa Ema,3.7,301,1.0
Santa Ema Gran Reserva Cabernet Sauvignon,Gran Reserva Cabernet Sauvignon,Santa Ema,3.7,2971,1.0
Santa Ema Amplus ONE Carmenere,Amplus One Carmenère,Santa Ema,4,2491,0.9
Santa Ema Barrel Reserve 60/40,Barrel Reserve 60/40 Cabernet Sauvignon - Merlot,Santa Ema,3.6,3816,0.6818181818181818
Santa Margherita Prosecco Superior Brut DOCG,Valdobbiadene Prosecco Superiore Brut,Santa Margherita,3.3,8,0.7959183673469388
Santa Margherita Sparkling Rosé,Pinot Grigio Valdadige,Santa Margherita,3.8,18166,0.6
Santa Margherita Pinot Grigio DOC,Pinot Grigio Valdadige,Santa Margherita,3.8,18166,0.8333333333333334
Santa Margherita StilRosé,Stil Rosé,Santa Margherita,3.7,74,0.9803921568627451
Relax Riesling QBA,Riesling Relax,Schmitt Söhne,3.8,5891,0.4782608695652174
Relax Pink Rose QBA,Relax Pink,Schmitt Söhne,3.5,375,0.46511627906976744
Relax Red Blend,Relax Cool Red,Schmitt Söhne,3.4,520,0.4186046511627907
Relax Pinot Noir,Relax Pinot Noir,Schmitt Söhne,2.3,34,0.6956521739130435
Sunday Slippers Barossa Chardonnay,Sunday Slippers Chardonnay,Sister's Run,3.2,19,0.7123287671232876
Cow's Corner Grenache Shiraz Mataro,Cow's Corner Grenache - Shiraz - Mataro,Sister's Run,3.8,110,0.8045977011494253
Old Testament Coonawara Cabernet,Old Testament Cabernet Sauvignon,Sister's Run,3.6,1974,0.5714285714285714
Epiphany Shiraz,Epiphany Shiraz,Sister's Run,3.8,2431,0.6976744186046512
Casa Ferreirinha Planalto Douro White,Planalto Reserva Douro Branco,Casa Ferreirinha,3.7,17517,0.7710843373493976
Silk and Spice Red Blend,Silk And Lace Red,,4.3,3,0.6829268292682927
Sandemans 10-Year-Old Tawny Port Port,10 Years Old Tawny Porto,Sandeman,4,1399,0.8571428571428571
Sandemans Founder Reserve Port Port,Founder's Reserve Ruby Porto,Sandeman,4,710,0.8333333333333334
Stoneleigh Marlborough Pinot Grigio,Pinot Grigio,Stoneleigh,3.6,273,0.7931034482758621
Stoneleigh Marlborough Sauvignon Blanc,Sauvignon Blanc,Stoneleigh,3.8,7899,0.8125
Stoneleigh Latitude Sauvignon Blanc,Sauvignon Blanc Latitude,Stoneleigh,3.9,688,0.7428571428571429
Stoneleigh Marlborough Pinot Noir,Pinot Noir,Stoneleigh,3.4,3085,0.7777777777777778
Medeiros Rosé 2017/2018,Rosé,Medeiros,3.7,287,0.7222222222222222
Medeiros Regional Red 2015,Terras D o Coice Vinho Regional Estremadura,Comporta & Herdeiros,3,2,0.4222222222222222
Medeiros Private Selection Red 2013,Private Selection,Medeiros,3.7,3,0.8524590163934426
Medeiros Reserva 2013,Reserva Tinto,Medeiros,4,154,0.7906976744186046
Hanna Sauvignon Blanc,Sauvignon Blanc,Hanna,3.9,2162,1.0
Terlato Pinot Grigio,Pinot Grigio,Terlato,3.8,1679,1.0
The Federalist Bourbon Barrel Red Blend,Bourbon Barrels Aged Red blend,The Federalist,3.8,383,0.9047619047619048
The Federalist Zinfandel,Zinfandel,The Federalist,3.8,6132,1.0
Ava Grace Sauvignon Blanc,Sauvignon Blanc,AVA Grace,3.5,696,0.92
Ava Grace Merlot,Merlot,AVA Grace,3.3,316,0.875
Stave & Steel Bourbon Aged Cabernet Sauvignon,,,0.0,0,0.0
7 Deadly Zins,Rosé,7 Deadly Vins,3.9,7,0.7741935483870968
Tilimuqui Organic Torrontes,,,0.0,0,0.0
Tilimuqui Organic Shiraz Rosé,,,0.0,0,0.0
Tilimuqui Organic Cabernet Sauvignon/Bonarda,,,0.0,0,0.0
Tilimuqui Organic Malbec,,,0.0,0,0.0
Tommasi Filodora Prosecco Brut,Filodora Prosecco,Tommasi,3.6,2001,0.9090909090909091
Tommasi Poggio al Tufo Rompicollo,Poggio Al Tufo Rompicollo,Tommasi,3.7,5661,0.9696969696969697
Tommasi Arele Appasimento,Arele Rosso (Appassimento),Tommasi,3.8,3484,0.847457627118644
Tommasi Amarone della Valpolicella Classico DOCG,Amarone della Valpolicella Classico,Tommasi,4.3,42464,0.945054945054945
Three Thieves Pinot Grigio,Pinot Grigio,Three Thieves,3.6,558,1.0
Three Thieves Cabernet Sauvignon,Cabernet Sauvignon,Three Thieves,3.6,2939,1.0
Ménage à Trois Luscious Pinot Noir,Luscious Pinot Noir,Ménage à Trois,3.9,765,1.0
Ménage à Trois Decadence Cabernet Sauvignon,Decadence Cabernet Sauvignon,Ménage à Trois,3.7,3514,1.0
Trivento Amado Sur,Amado Sur,Trivento,3.6,10139,1.0
Trivento Malbec Reserva,Terralis Malbec Reserva,Trivento,3.3,176,0.8363636363636363
Trivento Golden Reserve Malbec,Golden Reserve Malbec,Trivento,3.9,20853,1.0
Trivento Golden Reserve Cabernet Sauvignon,Golden Reserve Cabernet Sauvignon,Trivento,3.9,868,1.0
20 Bees Unoaked Chardonnay,Unoaked Chardonnay,20 Bees,3.3,61,1.0
20 Bees Cabernet Merlot VQA,Cabernet - Merlot,20 Bees,3.4,37,0.8846153846153846
FRESH Opportunities Riesling/Gewurztraminer VQA,Fresh Opportunities Riesling Gewürztraminer,Diamond Estates,3.9,14,0.6981132075471698
FRESH Perspectives Satin Red VQA,Fresh Perspectives Satin Red,Diamond Estates,3.3,61,0.631578947368421
Undurraga Sparkling Rosé Royal,,,0.0,0,0.0
Undurraga U Sauvignon Blanc,Sauvignon Blanc (U),Undurraga,3.2,2987,0.8928571428571429
Undurraga Terroir Hunter Cabernet Sauvignon,Terroir Hunter Cabernet Sauvignon (T.H.),Undurraga,4,4470,0.9247311827956989
Undurraga Sibaris Carmenere,Sibaris Gran Reserva Carmenère,Undurraga,3.8,4956,0.7761194029850746
Left Field Gisborne Albarino,Albariño,Left Field,3.7,532,0.7659574468085106
Left Field Sauvignon Blanc,Sauvignon Blanc,Left Field,4,360,1.0
Villa Maria Private Bin Sauvignon Blanc,Private Bin Sauvignon Blanc,Villa Maria,4,18922,1.0
Villa Maria Private Bin Hawkes Bay Rosé,Lighter Private Bin Rosé,Villa Maria,3.4,18,0.7466666666666667
Carmen Premier 1850 Sauvignon Blanc,Premier 1850 Reserva Sauvignon Blanc,Carmen,3.6,354,0.8974358974358975
Gran Reserva Cabernet Sauvignon,Gran Reserva Cabernet Sauvignon,Tarapacá,3.8,39253,0.8732394366197183
Gran Reserva Carmenere,Gran Reserva Carmenère,Tarapacá,3.7,19371,0.7924528301886793
Gran Reserva Syrah,Gran Reserva Syrah,Tarapacá,3.7,3633,0.8
Robertson Chenin Blanc,William Robertson Chenin Blanc,Robertson Winery,3.6,2656,0.6376811594202898
Robertson Cabernet Sauvignon,Rushdale Robertson Cabernet Sauvignon Rosé,Rietvallei,3.6,85,0.691358024691358
Vinologist Chenin Blanc,Chenin Blanc,Vinologist,3.4,108,1.0
Vinologist Syrah,Syrah,Vinologist,3.4,104,1.0
Yes Way Rosé,Rosé,Yes Way,3.7,454,1.0
Yes Way Rosé Bubbles,Rosé,Yes Way,3.7,454,0.75
